company_size,customer_segment,contract_type,plan_type,region,age_group,onboarding_completion_pct,arpu,mrr,mrr_segment,expansion_mrr,payment_failures_6m,tenure_months,tenure_bucket,dau_wau_ratio,feature_adoption_rate,login_frequency_monthly,api_calls_monthly,integrations_active,seats_utilized_pct,usage_trend_3m,usage_trend_6m,support_tickets_6m,avg_ticket_resolution_days,nps_score,csat_score,executive_sponsor,decision_maker_change,qbr_meetings_yearly,health_score,customer_growth_pct,competitor_evaluation,contract_renewal_days,churned
1,SMB,2,Premium,Europe,26-35,40.0,1449.49,12911.22,Low Value,688.7,0,29,> 2 years,0.408,0.774,27.0,83251.0,2,68.3,0.854,1.016,4,4.1,8,3.8,1,0,1,92.0,4.52,0,166,0
2,Mid-Market,1,Premium,Europe,18-25,72.5,1649.85,52128.29,Mid Value,689.01,0,48,> 2 years,0.403,0.528,37.0,38781.0,4,57.9,-0.173,-0.144,4,3.9,9,3.7,0,0,3,95.7,40.71,0,101,0
3,Enterprise,1,Standard,North America,26-35,69.2,2270.74,223287.1,High Value,224.77,0,34,> 2 years,0.383,0.316,27.3,56828.0,11,72.8,-0.012,-0.018,6,4.0,7,3.3,0,0,2,100.0,24.86,0,162,0
1,SMB,0,Enterprise,North America,26-35,29.6,431.41,15296.91,High Value,153.76,3,13,1-2 years,0.01,0.309,4.7,0.0,2,7.1,-0.426,-0.504,9,12.9,3,2.3,1,0,0,24.1,-28.28,0,-7,1
3,Enterprise,1,Standard,APAC,36-50,72.0,2337.69,101199.87,High Value,173.29,1,67,> 2 years,0.328,0.626,34.3,78117.0,1,73.6,0.093,0.142,1,1.7,9,4.7,1,1,3,100.0,31.12,1,242,0
3,Enterprise,1,Standard,APAC,36-50,68.8,2268.18,102899.81,High Value,406.75,0,59,> 2 years,0.511,0.722,51.7,40120.0,11,88.1,0.424,0.363,6,2.0,8,3.5,1,0,3,65.2,27.62,0,292,0
2,Mid-Market,2,Premium,LATAM,26-35,68.1,2013.41,34326.44,Mid Value,430.63,0,21,1-2 years,0.746,0.655,25.9,64010.0,4,77.9,0.873,0.654,3,3.5,10,2.7,0,0,3,86.0,37.0,1,259,0
1,SMB,1,Premium,APAC,18-25,61.7,2260.79,25484.83,Low Value,301.15,2,12,6-12 months,0.781,0.735,15.7,12802.0,2,60.2,0.863,0.728,0,0.7,10,3.0,1,1,4,94.2,67.22,0,331,0
3,Enterprise,1,Standard,Europe,36-50,40.0,508.55,33019.65,Low Value,1346.82,0,10,6-12 months,0.619,0.455,53.1,59879.0,2,78.3,0.464,0.329,1,1.8,10,4.6,0,0,3,63.0,32.59,0,77,0
3,Enterprise,1,Standard,North America,36-50,69.6,1591.69,154567.82,High Value,323.18,1,39,> 2 years,0.724,0.349,16.0,24095.0,10,91.3,0.322,0.185,4,4.4,5,3.9,1,0,3,89.9,48.05,0,172,0
1,SMB,1,Premium,APAC,26-35,78.2,2130.42,80655.25,High Value,52.49,1,48,> 2 years,0.639,0.482,58.5,100274.0,7,83.0,0.054,0.097,7,0.6,7,3.5,1,0,1,99.1,17.05,0,282,0
3,Enterprise,1,Basic,APAC,18-25,21.9,119.02,7992.77,Mid Value,12.42,4,19,1-2 years,0.198,0.497,0.6,1185.0,1,16.0,-0.93,-0.946,6,7.4,2,1.6,0,2,2,7.4,-28.09,1,44,1
2,Mid-Market,1,Premium,North America,18-25,81.9,1934.68,126145.4,High Value,1310.99,0,54,> 2 years,0.37,0.834,31.7,27007.0,7,86.7,0.374,0.431,3,3.8,9,4.5,0,1,3,65.3,15.55,0,49,0
2,Mid-Market,1,Standard,APAC,50+,67.8,976.15,59075.86,Mid Value,1400.38,2,22,1-2 years,0.612,0.497,8.5,67464.0,9,93.4,0.701,0.775,2,1.3,6,3.9,0,0,3,66.5,44.42,1,125,0
1,SMB,0,Standard,LATAM,18-25,40.0,1547.44,37738.75,Mid Value,737.39,1,50,> 2 years,0.208,0.729,40.7,103399.0,10,87.2,0.504,0.536,1,2.8,8,2.5,1,0,2,65.1,0.31,0,240,0
3,Enterprise,1,Basic,LATAM,36-50,40.0,2339.79,246875.49,High Value,1442.21,0,23,1-2 years,0.594,0.625,40.2,99686.0,6,78.3,0.925,0.782,3,2.4,7,4.1,1,0,3,48.7,6.48,1,226,0
1,SMB,1,Basic,APAC,50+,38.4,392.33,14958.27,High Value,41.16,6,23,1-2 years,0.114,0.47,7.4,1667.0,0,21.5,0.062,-0.034,14,9.6,1,3.5,0,1,2,47.3,-10.32,1,4,1
3,Enterprise,1,Basic,Europe,18-25,86.4,1516.46,107657.45,High Value,696.25,1,16,1-2 years,0.361,0.686,50.4,90408.0,2,84.0,0.764,0.878,7,2.8,8,4.4,1,0,1,64.2,79.18,0,250,0
2,Mid-Market,1,Premium,North America,36-50,83.1,592.95,46633.01,Mid Value,1336.84,0,60,> 2 years,0.39,0.229,56.4,23231.0,2,62.1,0.158,0.192,5,0.5,9,3.6,1,0,4,59.0,12.4,0,59,0
3,Enterprise,1,Standard,Europe,26-35,51.9,90.33,5389.9,Low Value,117.82,0,64,> 2 years,0.646,0.497,47.1,5698.0,9,73.1,0.844,0.703,6,4.4,10,4.0,0,0,3,53.5,48.78,0,178,0
3,Enterprise,1,Standard,Europe,26-35,50.6,961.32,55806.4,Mid Value,1298.65,1,57,> 2 years,0.454,0.872,26.4,46032.0,7,57.5,0.075,0.083,7,5.9,8,4.3,1,1,2,100.0,60.06,0,121,0
3,Enterprise,1,Standard,LATAM,26-35,69.4,1364.81,122311.26,High Value,1416.87,0,18,1-2 years,0.749,0.894,44.9,37611.0,9,78.9,0.148,0.109,5,2.6,5,4.9,1,0,2,90.6,39.44,0,346,0
2,Mid-Market,0,Standard,APAC,26-35,10.0,243.24,12976.74,Mid Value,84.43,4,14,1-2 years,0.428,0.252,1.3,1984.0,1,21.4,-0.256,-0.327,4,9.5,5,1.3,0,2,2,17.2,1.36,0,47,1
1,SMB,1,Enterprise,APAC,18-25,40.0,859.15,9178.49,Low Value,536.59,0,50,> 2 years,0.368,0.823,24.6,76694.0,1,73.4,0.597,0.56,6,0.7,8,4.5,1,1,1,67.0,29.58,0,144,0
1,SMB,0,Standard,North America,36-50,49.9,1431.85,32557.64,Low Value,535.52,1,29,> 2 years,0.109,0.521,12.7,61059.0,11,83.3,0.269,0.403,3,2.2,7,4.5,1,0,1,87.0,61.44,0,326,0
3,Enterprise,1,Standard,North America,26-35,78.0,1362.47,78669.96,High Value,501.1,0,43,> 2 years,0.66,0.572,15.4,20781.0,5,75.3,0.605,0.81,6,1.9,9,4.2,1,0,1,62.2,51.86,0,276,0
1,SMB,0,Basic,APAC,26-35,28.1,554.2,11164.17,Mid Value,48.9,4,16,1-2 years,0.128,0.534,13.8,2496.0,1,18.8,-0.223,-0.214,10,6.2,1,1.8,0,3,2,21.3,0.74,1,49,1
1,SMB,0,Standard,Europe,26-35,40.0,2273.87,59763.98,Mid Value,119.87,0,23,1-2 years,0.431,0.451,43.4,81665.0,4,100.0,0.389,0.369,7,1.9,6,4.3,1,1,4,80.2,40.19,0,279,0
3,Enterprise,1,Basic,North America,18-25,93.4,1628.3,91925.24,High Value,357.47,0,45,> 2 years,0.361,0.442,13.7,75608.0,1,89.1,-0.108,-0.163,7,0.5,10,2.8,1,0,2,90.4,43.17,1,100,0
2,Mid-Market,0,Standard,Europe,18-25,10.0,101.01,6265.9,Low Value,30.64,3,13,1-2 years,0.122,0.492,13.8,703.0,2,26.9,-0.911,-1.143,19,9.7,5,1.5,1,1,2,45.5,3.24,1,39,1
3,Enterprise,1,Standard,APAC,26-35,45.7,2256.77,244555.08,High Value,730.56,1,21,1-2 years,0.267,0.826,48.3,87497.0,10,76.3,-0.187,-0.31,2,4.0,6,4.0,1,1,2,90.1,62.02,0,151,0
2,Mid-Market,1,Premium,Europe,26-35,78.7,2249.68,103411.43,High Value,1.43,2,34,> 2 years,0.568,0.669,18.5,87888.0,3,66.5,0.228,0.224,0,2.3,7,4.6,0,0,2,62.8,76.48,0,129,0
1,SMB,1,Premium,APAC,18-25,10.0,279.28,6931.98,Mid Value,170.98,2,6,6-12 months,0.297,0.275,2.1,2728.0,2,31.9,0.017,-0.028,5,13.2,0,2.6,0,1,2,37.7,1.23,1,36,1
2,Mid-Market,0,Standard,APAC,36-50,51.2,2089.34,44987.09,Mid Value,634.19,1,38,> 2 years,0.518,0.425,23.1,80826.0,4,88.1,0.761,0.631,4,2.9,7,5.0,1,1,3,82.4,43.4,1,252,0
2,Mid-Market,1,Enterprise,Europe,50+,74.5,2379.86,40104.98,Mid Value,959.53,1,14,1-2 years,0.61,0.558,41.9,89454.0,9,70.6,0.489,0.442,1,3.1,9,3.9,1,2,3,78.5,35.85,0,116,0
1,SMB,0,Basic,Europe,36-50,57.6,1364.18,15546.92,Low Value,634.29,0,60,> 2 years,0.426,0.852,23.0,58242.0,8,82.6,0.654,0.484,6,1.6,10,4.1,0,1,1,82.6,6.62,0,177,0
3,Enterprise,1,Basic,Europe,50+,50.0,658.13,26732.38,Low Value,940.22,1,52,> 2 years,0.807,0.5,53.2,51829.0,2,43.5,-0.037,-0.006,2,1.9,10,4.0,1,1,4,53.6,56.0,0,138,0
3,Enterprise,0,Premium,LATAM,36-50,40.0,523.11,60644.16,Mid Value,563.5,0,5,< 6 months,0.53,0.446,27.3,38884.0,1,62.3,0.134,0.177,1,3.2,9,4.3,0,0,2,74.0,21.07,1,174,0
3,Enterprise,0,Standard,LATAM,36-50,33.2,608.38,17490.38,High Value,85.45,4,9,6-12 months,0.381,0.15,7.3,45.0,3,23.3,-0.473,-0.412,9,4.7,1,1.7,0,3,2,48.8,-16.7,1,-16,1
3,Enterprise,1,Standard,Europe,26-35,67.1,1064.07,50819.06,Mid Value,265.95,1,15,1-2 years,0.322,0.762,42.6,57206.0,2,84.4,1.053,0.999,1,3.4,7,4.5,0,0,1,54.9,16.02,0,105,0
2,Mid-Market,0,Premium,LATAM,26-35,62.0,708.8,36551.83,Mid Value,210.08,0,47,> 2 years,0.87,0.804,32.7,27688.0,8,70.6,0.259,0.397,1,0.6,10,4.1,1,0,1,87.2,37.72,0,145,0
2,Mid-Market,0,Premium,APAC,26-35,49.1,541.35,36517.15,Mid Value,583.15,1,20,1-2 years,0.813,0.479,53.7,78854.0,10,46.0,-0.267,-0.313,6,2.1,8,3.5,0,1,3,63.9,65.93,0,294,0
2,Mid-Market,0,Standard,North America,36-50,75.9,594.28,32921.45,Low Value,1353.45,1,5,< 6 months,0.441,0.613,54.0,91745.0,2,93.6,0.286,0.257,1,2.6,7,3.4,1,0,3,64.7,73.1,0,253,0
1,SMB,1,Premium,North America,18-25,62.0,356.4,4207.23,Low Value,554.57,0,52,> 2 years,0.396,0.726,46.2,86747.0,4,89.1,0.576,0.68,5,2.8,5,3.1,1,0,4,69.9,31.26,0,359,0
2,Mid-Market,1,Enterprise,LATAM,26-35,72.0,2496.52,162500.7,High Value,1122.77,1,56,> 2 years,0.359,0.372,36.8,32723.0,9,64.6,-0.036,0.045,5,4.1,5,4.1,1,1,3,79.2,38.98,1,223,0
3,Enterprise,1,Standard,North America,36-50,88.6,1482.67,163555.31,High Value,1217.24,0,30,> 2 years,0.23,0.453,11.0,56505.0,7,69.3,0.145,0.135,6,1.7,6,3.6,0,0,2,65.8,47.31,0,149,0
2,Mid-Market,2,Standard,Europe,36-50,80.1,1020.09,54419.09,Mid Value,383.09,0,46,> 2 years,0.543,0.686,51.6,94912.0,1,84.4,0.714,0.815,0,1.6,6,3.7,1,0,1,54.8,32.63,1,283,0
1,SMB,1,Premium,North America,18-25,77.6,1417.9,49848.07,Mid Value,25.07,0,8,6-12 months,0.706,0.801,35.7,47334.0,1,70.1,0.671,0.594,1,3.3,9,4.4,0,1,2,77.5,80.58,1,78,0
3,Enterprise,1,Standard,North America,26-35,89.7,1575.52,116640.15,High Value,831.27,1,54,> 2 years,0.442,0.766,9.4,29793.0,7,84.1,0.613,0.427,5,1.1,8,4.2,1,1,1,89.6,44.02,0,109,0
1,SMB,1,Standard,LATAM,26-35,51.9,2387.88,33055.64,Low Value,754.03,0,40,> 2 years,0.422,0.626,35.3,56292.0,3,91.9,0.527,0.51,4,3.4,6,4.2,1,1,2,64.5,68.99,0,261,0
3,Enterprise,1,Enterprise,North America,18-25,66.2,1107.39,122538.78,High Value,645.68,0,66,> 2 years,0.553,0.544,38.6,72252.0,9,63.1,0.555,0.504,5,0.5,7,4.1,0,0,2,77.1,51.98,0,121,0
2,Mid-Market,1,Enterprise,Europe,18-25,63.3,1317.42,69461.25,Mid Value,433.6,0,25,> 2 years,0.218,0.289,38.6,57343.0,7,97.5,0.492,0.417,0,0.9,6,3.1,1,0,4,96.8,12.71,1,198,0
1,SMB,0,Premium,LATAM,18-25,71.4,909.34,12026.2,Low Value,1337.49,0,45,> 2 years,0.3,0.579,17.4,20785.0,11,64.3,0.582,0.666,4,5.1,6,3.4,1,0,4,55.3,70.86,0,33,0
2,Mid-Market,2,Standard,APAC,50+,26.1,283.94,8457.89,Mid Value,198.39,1,7,6-12 months,0.039,0.085,9.2,2171.0,1,49.9,0.312,0.317,13,8.8,2,2.2,0,0,2,25.0,-23.44,1,12,1
2,Mid-Market,1,Premium,LATAM,26-35,79.7,1358.36,58279.75,Mid Value,1087.29,0,40,> 2 years,0.476,0.323,50.0,69706.0,9,59.6,-0.157,-0.082,7,4.8,8,4.2,1,1,3,63.3,12.76,0,356,0
1,SMB,0,Basic,Europe,50+,53.5,263.64,8850.59,Mid Value,191.51,1,1,< 6 months,0.122,0.296,7.1,1559.0,3,5.0,-0.641,-0.603,17,12.7,7,1.9,0,0,2,41.4,-23.77,1,-1,1
1,SMB,1,Standard,Europe,18-25,40.0,629.48,23139.6,Low Value,93.42,0,18,1-2 years,0.437,0.594,14.1,30195.0,6,81.5,0.12,0.073,3,0.7,5,4.7,1,1,2,57.4,14.02,0,98,0
3,Enterprise,0,Enterprise,APAC,26-35,48.6,1173.2,36307.06,Mid Value,366.46,1,54,> 2 years,0.591,0.474,24.3,71330.0,11,53.4,-0.172,-0.161,3,4.9,8,3.6,1,1,3,70.2,32.06,0,126,0
3,Enterprise,1,Standard,Europe,18-25,51.3,2015.13,225391.23,High Value,21.41,0,66,> 2 years,0.531,0.428,57.6,76103.0,2,64.3,0.282,0.264,1,1.6,6,3.2,1,1,1,83.3,64.49,1,129,0
2,Mid-Market,1,Standard,North America,18-25,94.7,2040.57,124727.94,High Value,120.54,0,25,> 2 years,0.719,0.513,8.4,46632.0,8,58.9,0.545,0.377,5,3.0,6,3.2,1,1,1,100.0,61.7,0,87,0
3,Enterprise,0,Standard,North America,26-35,82.2,2466.97,214396.05,High Value,1236.99,0,50,> 2 years,0.494,0.361,20.8,37375.0,5,84.4,0.1,0.184,4,4.5,10,3.7,1,0,3,98.2,46.31,0,340,0
1,SMB,0,Premium,LATAM,26-35,80.6,1638.25,48662.37,Mid Value,85.84,0,4,< 6 months,0.188,0.325,42.4,75262.0,3,65.1,0.25,0.348,5,1.0,8,3.6,0,1,4,72.5,39.6,0,190,0
3,Enterprise,0,Basic,North America,36-50,82.7,1517.04,151683.37,High Value,350.72,2,55,> 2 years,0.528,0.658,43.2,95784.0,10,91.4,-0.199,-0.318,4,4.4,5,3.3,1,0,2,55.9,9.49,0,36,0
1,SMB,0,Premium,Europe,18-25,74.2,2423.35,32565.43,Low Value,562.44,0,60,> 2 years,0.192,0.835,35.3,66808.0,5,51.8,0.894,1.043,5,2.4,7,4.6,1,1,4,77.9,40.11,0,45,0
2,Mid-Market,0,Enterprise,North America,26-35,88.3,2568.41,120121.41,High Value,309.06,0,46,> 2 years,0.536,0.697,33.6,33865.0,5,42.4,-0.011,-0.019,4,2.2,9,3.8,1,1,2,71.3,29.61,0,230,0
1,SMB,1,Basic,Europe,50+,10.0,104.94,2519.26,Low Value,91.4,5,19,1-2 years,0.322,0.494,9.7,1119.0,3,34.5,0.098,0.094,12,9.7,5,1.6,0,3,2,17.2,-1.64,0,40,1
2,Mid-Market,1,Premium,North America,36-50,56.7,1481.67,38375.2,Mid Value,34.61,0,29,> 2 years,0.481,0.868,52.8,44715.0,10,67.6,-0.05,-0.078,6,4.2,10,3.5,0,1,2,59.0,74.73,0,123,0
1,SMB,0,Basic,APAC,36-50,28.1,396.21,7293.74,Mid Value,111.06,3,14,1-2 years,0.152,0.309,0.9,4608.0,2,29.8,-0.157,-0.192,20,11.9,3,2.1,0,0,0,34.4,-6.44,0,59,1
3,Enterprise,2,Premium,Europe,26-35,51.3,661.45,46146.49,Mid Value,1112.21,0,70,> 2 years,0.544,0.533,27.3,85680.0,7,76.5,0.389,0.343,2,1.3,5,4.3,1,1,1,55.6,26.84,0,149,0
3,Enterprise,1,Basic,North America,26-35,41.2,2033.9,98823.41,High Value,1330.82,1,12,6-12 months,0.515,0.916,26.4,65154.0,11,62.9,0.3,0.343,5,1.9,6,4.1,1,0,4,45.1,19.39,0,205,0
2,Mid-Market,2,Enterprise,LATAM,26-35,76.4,2129.36,87929.19,High Value,318.99,1,42,> 2 years,0.374,0.959,42.4,100937.0,6,90.5,0.722,0.842,2,4.7,6,3.5,1,0,2,53.8,73.06,0,181,0
2,Mid-Market,1,Standard,LATAM,36-50,68.3,130.88,5368.35,Low Value,528.6,0,67,> 2 years,0.88,0.75,54.7,52896.0,8,60.3,0.498,0.471,6,4.4,5,3.9,1,2,1,99.6,18.24,0,40,0
1,SMB,1,Basic,APAC,50+,13.6,537.4,6673.99,Mid Value,44.3,6,16,1-2 years,0.183,0.328,8.3,2003.0,0,49.5,0.024,-0.003,10,5.0,1,2.8,0,2,2,24.8,-21.67,1,30,1
3,Enterprise,1,Premium,North America,18-25,61.9,584.16,55417.06,Mid Value,963.04,2,4,< 6 months,0.613,0.781,38.4,47404.0,10,100.0,0.535,0.45,4,1.1,6,4.1,1,0,1,43.2,73.93,1,160,0
3,Enterprise,1,Enterprise,LATAM,36-50,65.6,1092.56,50792.49,Mid Value,1178.1,1,11,6-12 months,0.664,0.307,53.1,9876.0,8,87.4,-0.163,-0.19,5,2.2,5,4.4,1,0,3,71.2,43.05,0,47,0
3,Enterprise,1,Premium,North America,36-50,64.4,1456.27,36830.22,Mid Value,982.9,0,21,1-2 years,0.41,0.624,12.7,30378.0,10,87.6,0.951,1.037,4,3.9,10,4.2,1,1,3,98.5,47.97,0,261,0
3,Enterprise,1,Enterprise,APAC,26-35,14.3,235.64,26722.34,High Value,182.4,4,13,1-2 years,0.235,0.22,2.3,4700.0,2,52.2,-0.971,-0.773,4,4.1,1,2.1,0,3,0,26.9,-23.67,0,76,1
1,SMB,0,Standard,Europe,50+,48.1,793.29,20603.68,Low Value,914.21,0,15,1-2 years,0.308,0.452,34.4,32309.0,6,86.8,-0.235,-0.224,5,2.7,7,3.9,0,1,1,100.0,44.48,0,248,0
2,Mid-Market,1,Standard,APAC,36-50,76.6,1989.75,41005.93,Mid Value,585.05,1,44,> 2 years,0.832,0.679,8.1,45966.0,2,77.2,0.098,0.112,5,3.1,8,4.8,0,1,2,49.0,18.64,0,48,0
3,Enterprise,0,Enterprise,Europe,26-35,76.7,711.05,67669.76,Mid Value,149.54,0,14,1-2 years,0.529,0.752,35.7,91718.0,8,80.5,0.874,0.898,1,3.3,8,4.5,1,0,1,88.3,68.67,0,77,0
2,Mid-Market,1,Basic,North America,26-35,10.0,418.72,25216.92,High Value,74.01,1,2,< 6 months,0.01,0.633,2.8,4180.0,2,34.1,-0.425,-0.493,10,5.7,1,1.1,0,2,2,20.4,-24.44,1,-20,1
1,SMB,2,Standard,LATAM,36-50,72.8,1560.48,41177.35,Mid Value,767.23,0,13,1-2 years,0.666,0.539,38.5,2680.0,4,71.2,0.007,-0.053,0,4.2,8,3.9,1,0,3,62.0,74.19,0,176,0
2,Mid-Market,1,Standard,North America,26-35,64.0,1446.29,50039.1,Mid Value,497.01,0,54,> 2 years,0.689,0.726,17.1,22238.0,8,39.1,-0.267,-0.265,3,2.9,5,2.5,1,0,3,76.4,49.55,0,69,0
2,Mid-Market,0,Standard,North America,18-25,79.6,1906.67,123684.07,High Value,609.45,0,46,> 2 years,0.609,0.649,32.2,46765.0,10,69.6,-0.152,-0.12,6,3.5,9,3.0,0,0,2,49.8,70.66,0,314,0
1,SMB,0,Premium,North America,18-25,65.2,213.0,4509.45,Low Value,944.03,0,30,> 2 years,0.426,0.85,6.0,79873.0,4,97.2,1.004,0.792,2,2.7,8,3.2,0,0,3,68.4,47.43,0,268,0
2,Mid-Market,2,Standard,Europe,26-35,72.9,1316.85,47443.24,Mid Value,682.11,1,31,> 2 years,0.619,0.638,23.0,16945.0,4,53.3,0.203,0.213,7,4.0,9,4.8,1,2,3,53.6,21.63,0,162,0
2,Mid-Market,1,Standard,Europe,50+,57.7,345.17,6001.88,Low Value,55.3,0,27,> 2 years,0.362,0.556,19.2,21312.0,9,66.9,0.44,0.416,6,0.9,9,3.2,1,1,1,93.9,30.47,0,334,0
2,Mid-Market,1,Premium,North America,18-25,82.4,234.67,16029.47,Low Value,335.61,2,14,1-2 years,0.548,0.875,29.7,98217.0,8,85.7,-0.137,-0.049,4,1.1,6,2.6,0,0,2,69.2,61.7,0,227,0
2,Mid-Market,2,Premium,LATAM,36-50,51.0,1923.22,133270.17,High Value,439.03,0,50,> 2 years,0.433,0.731,36.9,78649.0,11,81.7,0.931,0.799,4,1.5,7,3.8,1,0,2,90.2,24.55,0,333,0
1,SMB,0,Basic,APAC,26-35,80.3,1386.63,31406.47,Low Value,1275.13,0,6,6-12 months,0.306,0.713,36.4,25584.0,5,93.8,0.542,0.558,6,2.8,5,4.3,0,0,2,100.0,62.96,0,271,0
1,SMB,0,Basic,Europe,50+,28.7,253.17,6330.3,Low Value,4.77,1,20,1-2 years,0.034,0.364,11.4,1912.0,0,37.2,-0.455,-0.446,17,13.0,4,1.0,0,3,2,13.9,-9.28,1,65,1
3,Enterprise,0,Standard,Europe,26-35,76.2,1656.47,72717.8,Mid Value,84.81,0,27,> 2 years,0.244,0.907,27.9,93505.0,6,83.3,-0.172,-0.217,0,3.9,10,3.3,0,0,1,59.2,71.11,0,316,0
1,SMB,1,Standard,LATAM,50+,40.0,1381.91,43865.63,Mid Value,1059.91,0,12,6-12 months,0.483,0.612,21.4,31352.0,1,48.3,0.194,0.243,0,3.2,5,3.2,1,0,1,87.9,61.8,0,223,0
2,Mid-Market,0,Enterprise,North America,36-50,65.9,2065.98,122802.56,High Value,348.03,0,61,> 2 years,0.368,0.559,21.6,7996.0,5,87.3,-0.051,-0.075,7,2.6,6,3.4,0,0,1,65.1,28.8,0,359,0
3,Enterprise,1,Standard,APAC,26-35,62.4,245.64,17503.85,Low Value,850.51,1,28,> 2 years,0.387,0.848,19.4,40256.0,6,82.9,0.717,0.65,7,5.1,7,3.6,1,0,2,92.8,40.49,0,362,0
1,SMB,0,Standard,LATAM,26-35,64.9,2156.98,43804.96,Mid Value,12.83,0,60,> 2 years,0.653,0.752,37.2,12575.0,9,95.6,0.351,0.305,4,5.2,5,3.4,0,0,3,66.9,80.16,0,192,0
1,SMB,0,Basic,LATAM,18-25,22.7,332.05,5793.0,Low Value,77.13,5,22,1-2 years,0.252,0.047,2.6,1285.0,0,29.6,-0.174,-0.286,13,15.2,7,2.0,0,0,1,49.0,15.44,1,-11,1
2,Mid-Market,0,Standard,APAC,36-50,50.3,128.42,2854.63,Low Value,150.34,1,3,< 6 months,0.022,0.316,9.3,3322.0,0,38.9,-0.63,-0.628,19,12.4,7,1.4,1,2,1,56.2,-26.94,1,48,1
1,SMB,0,Standard,APAC,26-35,75.1,1219.25,36056.36,Mid Value,1021.44,0,13,1-2 years,0.521,0.198,34.4,70409.0,6,56.7,-0.255,-0.246,7,4.2,6,4.0,1,0,3,85.4,17.63,0,85,0
3,Enterprise,1,Enterprise,Europe,36-50,84.2,1491.65,54263.35,Mid Value,597.65,1,8,6-12 months,0.305,0.347,22.2,70845.0,7,54.9,0.542,0.418,5,1.3,10,3.2,1,0,2,91.4,62.02,0,111,0
2,Mid-Market,1,Premium,APAC,26-35,45.3,2044.21,112965.58,High Value,821.45,1,43,> 2 years,0.626,0.75,60.7,46852.0,1,71.2,0.875,1.17,1,3.2,6,3.9,1,1,4,93.9,19.88,0,183,0
2,Mid-Market,1,Standard,North America,36-50,65.7,360.41,14608.25,Low Value,201.26,0,22,1-2 years,0.43,0.509,55.5,30125.0,1,79.6,-0.29,-0.395,0,1.1,6,3.0,1,0,4,60.3,0.89,0,35,0
3,Enterprise,1,Premium,North America,18-25,69.2,2330.9,182478.78,High Value,732.59,0,20,1-2 years,0.283,0.6,32.7,13321.0,6,46.8,0.056,0.108,5,1.5,5,2.4,1,0,4,53.8,57.91,0,141,0
3,Enterprise,2,Standard,APAC,26-35,65.1,301.57,13247.29,Low Value,679.46,1,24,1-2 years,0.637,0.387,19.5,77834.0,10,97.0,0.028,0.064,5,2.8,7,4.2,1,1,3,54.8,55.2,0,148,0
3,Enterprise,1,Standard,Europe,36-50,56.7,1607.39,172939.57,High Value,887.97,1,62,> 2 years,0.698,0.783,21.0,20496.0,5,63.8,-0.213,-0.169,4,4.1,5,3.4,0,1,2,72.8,60.47,0,215,0
2,Mid-Market,1,Premium,APAC,26-35,40.0,2209.52,107185.02,High Value,146.52,0,54,> 2 years,0.701,0.689,53.9,17707.0,10,54.7,0.797,0.839,7,0.8,7,3.6,1,1,2,76.1,42.66,0,256,0
3,Enterprise,0,Enterprise,North America,36-50,74.5,729.78,80014.69,High Value,746.24,1,49,> 2 years,0.426,0.462,38.1,42832.0,11,60.9,0.602,0.423,6,5.4,7,2.2,1,0,4,63.0,-3.35,1,208,0
1,SMB,1,Premium,LATAM,18-25,59.0,984.73,17037.43,Low Value,1396.9,1,48,> 2 years,0.587,0.853,57.3,68705.0,7,61.5,0.323,0.382,7,2.0,10,3.2,1,2,3,78.4,44.94,1,73,0
2,Mid-Market,0,Enterprise,North America,18-25,73.5,508.5,37964.42,Mid Value,397.21,1,9,6-12 months,0.418,0.621,12.2,20109.0,1,84.2,0.084,0.01,3,1.2,7,3.6,0,1,3,59.7,67.81,0,42,0
1,SMB,1,Enterprise,LATAM,36-50,84.1,896.26,32522.8,Low Value,628.11,1,63,> 2 years,0.26,0.443,28.4,82094.0,8,50.7,-0.187,-0.206,3,3.1,7,3.6,1,0,4,82.1,81.99,0,279,0
1,SMB,0,Basic,North America,36-50,10.0,355.67,10249.65,Mid Value,194.67,1,4,< 6 months,0.093,0.457,10.0,4814.0,3,5.0,-0.021,-0.014,19,10.9,4,1.3,0,0,0,25.8,-15.5,1,-7,1
2,Mid-Market,0,Standard,North America,50+,45.3,820.35,62677.13,Mid Value,245.71,0,23,1-2 years,0.673,0.939,40.5,31588.0,5,79.5,0.596,0.504,1,2.2,5,3.1,1,0,1,79.5,27.6,0,183,0
3,Enterprise,0,Basic,LATAM,18-25,67.2,1607.4,87201.61,High Value,606.29,0,50,> 2 years,0.698,0.616,44.8,66724.0,3,82.2,0.414,0.318,6,0.7,9,4.1,1,0,2,76.9,67.82,1,234,0
3,Enterprise,0,Standard,North America,36-50,67.6,2015.61,122490.93,High Value,632.28,0,12,6-12 months,0.63,0.724,35.6,72732.0,9,42.5,0.773,0.811,2,0.2,7,3.6,1,0,4,85.4,15.39,0,84,0
2,Mid-Market,0,Standard,APAC,18-25,31.5,288.11,5799.58,Low Value,44.03,5,12,6-12 months,0.218,0.285,6.1,2235.0,0,27.5,0.1,0.121,11,7.6,7,2.0,0,2,2,51.4,2.71,1,44,1
3,Enterprise,1,Premium,LATAM,26-35,52.3,350.99,35114.0,Mid Value,111.31,1,11,6-12 months,0.678,0.579,47.3,17666.0,3,42.5,0.684,0.71,2,2.5,7,4.9,0,1,1,88.7,65.9,1,219,0
